,captions,vi_captions
56,"['Một cô gái tóc màu đen, dài ngang vai, mặc áo phông dài tay màu trắng, có hình cô gái trước ngực, quần jeans màu đen, và đi đôi giày Nike màu xanh lá cây.', 'Một cô gái trẻ tóc dài ngang vai, mặc áo phông màu trắng, quần màu đen và đi đôi giày màu xanh Nike màu xanh lá cây.']","['A girl with black hair, shoulder - length, wears a long - sleeved white T - shirt, a picture of the girl on her chest, black jeans, and green Nike shoes.', 'A young woman with shoulder - length hair wears a white T - shirt, black pants, and green Nike shoes.']"
57,"['Một bạn gái tóc dài, mặc áo phông trắng dài tay có hình ở phía trước, quần jeans và đi đôi giày màu xanh-đen.', 'Một cô gái tóc dài màu đen, chân đi đôi giày màu xanh lá cây, mặc áo phông dài tay màu trắng, có hình phía trước ngực và quần jeans tối màu.']","['A girl with long hair, wearing a long-sleeved white T-shirt with a picture in front, jeans, and blue-black shoes.', 'A girl with long black hair, legs wearing green shoes, wearing a long-sleeved white T-shirt, with a picture in front of her breasts, and dark jeans.']"
58,"['Một cô gái tóc đen để xõa ngang vai, tóc mái dài chấm gần tới mắt, mặc áo khoác mùa đông màu xanh đen có mũ và lông ở viền mũ, mặc quần màu xanh rêu và đi đôi giày da màu đen cổ cao tới mắt cá chân và gót giày cao 5 phân.', 'Một nữ thanh niên đi đôi giày da cao cổ màu đen có giây buộc màu đen và gót cao tầm 5 phân, mặc quần dài màu xanh rêu, áo khoác màu xanh đen dài tay có mũ đằng sau với đường viền mũ trang trí bằng lông thú giả.']","['A black - haired girl with bangs to her shoulders, long bangs pointed close to her eyes, wearing a black - and - blue winter coat with a hat and feathers at the hem, moss - green pants and black leather shoes ankle - and - heels five inches high.', 'A young woman wore black leather boots with black tie and about five - inch heels, wearing moss - blue trousers, a long - sleeved black - and - blue jacket with a hat behind it with a false fur trim.']"
59,"['Một cô gái tóc dài đen để xõa ngang vai cả phía trước và phía sau mặt với tóc mái dài chấm mắt, mặc một chiếc áo khoác mùa đông màu xanh đen dài tay cài khuy với hai túi ở phía trước có khuy cài, mặc một chiếc quần dài màu xanh rêu. ', 'Một cô gái trẻ tóc màu đen để tóc mái dài chấm mắt, xõa ngang vai, mặc một chiếc áo khoác màu xanh đen dài tay có khuy cài phía trước và mũ lông, mặc quần dài màu xanh rêu. ']","['A girl with long black hair to the shoulders both front and back of the face with long bangs dotted with eyes, wearing a long-sleeved black-blue winter coat with buttons with two pockets in front with buttons, wearing a long pair of moss-blue pants. ', 'A young black-haired girl with long bangs eye-patched, slouched over her shoulders, wore a long-sleeved blue-black jacket with a front button and a fur hat, and long moss-blue pants. ']"
60,"['Một phụ nữ mặc áo khoác có mũ gắn lông, tóc dài, mặc quần màu đen, đi dày cao gót màu đen', 'Một phụ nữ, mặc áo khoác dài tay màu đen, có mũ, trên mũ có đính lông, tóc dài màu đen, quần màu đen, đi giày cao gót màu đen']","['A woman in a fur coat, long hair, black pants, thick black heels.', 'A woman, wearing a long - sleeved black jacket, with a hat, with fur on it, long black hair, black pants, black heels']"
61,"['Một phụ nữ, mặc áo khoác dài tay màu đen, có mũ, trên mũ có đính lông, tóc dài màu đen, quần màu đen, đi giày cao gót màu đen', 'Một phụ nữ, mặc áo khoác dài tay màu đen, có mũ, trên mũ có đính lông, phía trước có túi có nắp ở bên ngoài, tóc dài màu đen, quần màu đen, đi giày cao gót màu đen']","['A woman, wearing a long - sleeved black jacket, with a hat, with fur on it, long black hair, black pants, black heels', 'A woman, wearing a long-sleeved black jacket, with a hat, on top of which there were feathers, in front of which there were pockets with a lid on the outside, long black hair, black pants, wearing black heels']"
62,"['Một phụ nữ, mặc áo khoác dài tay màu đen, có mũ để ở phía sau, quần màu đen đi giày màu đen', 'Một người phụ nữ mặc bộ quần áo màu đen, đi giày màu đen']","['A woman, wearing a long - sleeved black jacket, hat on the back, black pants, black shoes.', 'A woman wearing black clothes, black shoes']"
63,"['Một bạn gái trẻ tóc dài ngang vai, mặc áo khoác màu đen, quần ôm sát người màu đen và chân đi đôi giày màu đen.', 'Một cô gái trẻ tóc dài ngang vai, chân đi đôi giày màu đen và mặc áo khoác dày màu đen, quần màu đen ôm sát người.']","['A young woman with shoulder - length hair, wearing a black jacket, black tight - fitting pants, and black shoes.', 'A young girl with shoulder - length hair, black shoes and a thick black jacket, and black tights.']"
64,"['Một cô gái trẻ tóc dài ngang vai, mặc áo khoác màu đen, quần cũng màu đen.', 'Một cô gái tóc dài ngang vai, tóc mái chấm lông mày, mặc áo khoác màu đen và quần màu đen ôm sát người.']","['A young girl with shoulder - length hair, wearing a black jacket, black pants.', 'A girl with shoulder - length hair, bangs with eyebrows, wearing a black jacket and tight black pants.']"
65,"['Một cậu con trai tóc đen cắt ngắn, mặc áo khoác mùa đông màu đen dài tay có mũ đằng sau, mặc quần thể thao màu đen ngắn đến cổ chân với một đường viền trắng ở nắp túi bên cạnh hông quần, di dép tông màu đen.', 'Một nam thanh niên đi dép tông màu đen, mặc quần thể thao dài màu đen có nắp túi bên hông viền màu trắng, mặc áo khoác có mũ màu đen dài tay. ']","['A short - haired black - haired boy, wearing a long - sleeved black winter jacket with a hat behind it, wearing black shorts to the ankles with a white border on the pocket cap next to the hips of the pants, walking sandals in black tones.', 'A young man wearing black-toned sandals, wearing long black sports pants with a white-lined side pocket cap, wearing a long-sleeved black cap. ']"
66,"['Một người đàn ông tóc cắt ngắn đặc biệt phần tóc mai cắt sát da đầu, mặc một chiếc áo khoách mùa đông dài tay màu đen có mũ đằng sau áo, mặc một chiếc quần thể thao bó ống chân màu đen có túi bên hông, trên nắp túi quần có trang trí hai đường viền màu trắng ngang nhau, đi đôi dép tông màu đen.', 'Một cậu thanh niên đi đôi dép tông màu đen, mặc một chiếc quần thể thao màu đen có hai đường viền trắng ở nắp túi bên hông quần, mặc một chiếc áo khoác màu đông màu đen có mũ dài tay, tóc màu đen được cắt ngắn trên tai.']","['A man with a distinctively short cut sideburn, wearing a long - sleeved black winter jacket with a hat behind it, wearing a pair of black shin - bound track pants with side pockets, on top of the pockets decorated with two horizontal white borders, wearing black sandals.', 'A young man wearing black - toned sandals, wearing a pair of black track pants with two white borders on the side pocket lid, wearing a black winter jacket with a long - sleeved hat, and black hair cut short over his ears.']"
67,"['Một nam thanh niên tóc ngắn, mặc áo khoác màu đen, quần màu đen, đi dép tông màu đen', 'Một cậu thanh niên mặc áo khoác màu đen, quần màu đen, trên nắp túi có đường viền màu trắng, đi dép tông màu đen, tóc cắt ngắn']","['A young man with short hair, wearing a black jacket, black pants, and black sandals.', 'A young man in a black jacket, black pants, on a white-lined pocket lid, wearing black-toned sandals, short hair']"
68,"['Một thanh niên  nam tóc cắt ngắn, mặc áo khoác màu đen có mũ ở phía sau, quần màu đen đi dép tông đen', 'Một thanh niên nam tóc cắt ngắn, mặc áo khoác màu đen có mũ ở phía sau, quần màu đen có nẹp túi quần màu trắng, đi dép tông đen']","['A short-haired young man, wearing a black jacket with a hat on the back, black pants and black sandals', 'A short-haired young man, wearing a black jacket with a hat on the back, black pants with a brace, white pockets, black toned sandals']"
69,"['Một cậu thanh niên mặc áo khoác đen dài tay, có mũ, quần thể thao có sọc trắng và chân đi dép lê.', 'Một nam thanh niên trẻ, mặc áo khoác dày dài tay, có mũ, quần màu đen bó gấu và chân đi dép lê.']","['A young man wears a long - sleeved black jacket, a hat, white striped track pants, and flip - flops.', 'A young man, wearing a thick long - sleeved jacket, hat, bear - tight black pants, and flip - flops.']"
70,"['Một thanh niên nam tóc cắt ngắn, mặc áo khoác màu đen có mũ ở phía sau, quần màu đen có nẹp túi màu trắng, đi dép tông đen', 'Một thanh niên nam tóc cắt ngắn, mặc áo khoác màu đen có mũ ở phía sau, quần màu đen đi dép tông đen']","['A short-haired young man, wearing a black jacket with a hat on the back, black pants with a white pocket brace, wearing black toned sandals', 'A short-haired young man, wearing a black jacket with a hat on the back, black pants and black sandals']"
71,"['Một cô gái tóc đen buộc cao đằng sau với phần tóc mái hất ra sau để lộ trán, đeo kính màu trắng, mặc một chiếc áo phông màu đen ngắn tay có các đường viền trắng ở phần ngực và vai áo, mặc một chiếc quần dài rộng màu đen, chân đi dép lê màu đen, tay phải cầm một chiếc điện thoại di động.', 'Một nữ thanh niên tay phải đang cầm một chiếc điện thoại di động, chân đi dép lê màu đen, mặc một chiếc quần dài ống rộng trùm mắt cá chân màu đen, mặc một chiếc áo phông cộc tay màu đen có pha các đường viền trắng ở trước ngực áo và ở hai vai áo, tóc cô gái này cột cao đằng sau, mái tóc được chải hất ngược về phía sau đầu, mắt đeo cặp kính cận có gọng kính màu trắng. ']","['A black-haired girl tied high behind with bangs pulled back to reveal her forehead, wearing white glasses, wearing a short-sleeved black T-shirt with white borders on the chest and shoulders, wearing a pair of black loose-fitting pants, black flip-flops, and a cell phone in her right hand.', 'A young woman with a cell phone in her right hand, wearing black flip - flops, wide - legged black ankle pants, a black short - sleeved T - shirt with white borders on the front and at the shoulders, her hair pulled back high, her hair brushed against the back of her head, and glasses with white frames.']"
